best_bid_amount,best_ask_amount,estimated_delivery_price,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,date_time,expiry,strike_price,option_type,bs_rho,bs_theta,bs_vega,bs_gamma,bs_delta,volume,volume_usd,days_to_expiry,yrs_to_expiry,futures_price,log_strike,atm_iv,ITM
0.0,7.1,51682.35,0.0,85.27,SYN.BTC-24FEB24,51728.0814,0.8012,0.0,0.0003,0.0,35.6,0.015,0.0001,0.0003,,BTC-24FEB24-45000-P,0.0002,51682.35,open,1708585717585,2024-02-22T07:08:37.585Z,2024-02-24 23:59:59,45000,P,-0.02698,-9.70474,0.95413,1e-05,-0.00917,46.2,1297.04,2,0.0054757015742642025,51682.53633333334,-0.13845744615713665,0.54045,False
36.3,10.7,51682.35,69.47,76.65,SYN.BTC-24FEB24,51728.0814,0.7334999999999999,0.0002,0.0004,0.0,16.1,0.015,0.0001,0.0003,,BTC-24FEB24-46000-P,0.0003,51682.35,open,1708585717585,2024-02-22T07:08:37.585Z,2024-02-24 23:59:59,46000,P,-0.04413,-15.346,1.46307,1e-05,-0.015,16.2,454.67,2,0.0054757015742642025,51682.53633333334,-0.11647853943836144,0.54045,False
1.0,10.0,51682.35,66.87,70.87,SYN.BTC-24FEB24,51728.0814,0.6890000000000001,0.0005,0.0007,0.0,16.9,0.0175,0.0001,0.0005,,BTC-24FEB24-47000-P,0.0006,51682.35,open,1708585717585,2024-02-22T07:08:37.585Z,2024-02-24 23:59:59,47000,P,-0.0867,-30.84092,2.58898,3e-05,-0.02946,19.7,1405.56,2,0.0054757015742642025,51682.53633333334,-0.09497233421739776,0.54045,False
0.1,2.0,51681.62,65.97,67.49,SYN.BTC-24FEB24,51728.5114,0.6579,0.0008,0.0009,0.0,53.6,0.019,0.0001,0.001,,BTC-24FEB24-47500-P,0.0008,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,47500,P,-0.11525,-40.77138,3.27204,3e-05,-0.03916,62.9,6694.47,2,0.0054757015742642025,51682.53633333334,-0.0843902248868609,0.54045,False
4.0,12.7,51681.62,62.02,65.61,SYN.BTC-24FEB24,51728.5114,0.6357,0.001,0.0013,0.0,9.8,0.021,0.0001,0.0011,,BTC-24FEB24-48000-P,0.0011,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,48000,P,-0.16146,-58.17911,4.28775,5e-05,-0.05485,21.6,2734.07,2,0.0054757015742642025,51682.53633333334,-0.07391892501956546,0.54045,False
4.0,13.0,51681.62,59.4,63.14,SYN.BTC-24FEB24,51728.5114,0.6103000000000001,0.0014,0.0018,0.0,44.9,0.0235,0.0001,0.0017,,BTC-24FEB24-48500-P,0.0016,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,48500,P,-0.22198,-81.13943,5.48953,6e-05,-0.07539,59.9,7886.62,2,0.0054757015742642025,51682.53633333334,-0.06355613798401895,0.54045,False
12.0,24.7,51681.62,57.03,60.72,SYN.BTC-24FEB24,51728.5114,0.5889,0.002,0.0025,0.0,29.4,0.026,0.0001,0.0031,,BTC-24FEB24-49000-P,0.0022,51681.62,open,1708585719015,2024-02-22T07:08:39.015Z,2024-02-24 23:59:59,49000,P,-0.30905,-101.53698,7.01868,8e-05,-0.10489,36.1,7547.72,2,0.0054757015742642025,51682.53633333334,-0.0532996378168298,0.54045,False
12.0,21.8,51681.62,55.54,58.47,SYN.BTC-24FEB24,51728.5114,0.5704,0.003,0.0035,0.0,16.0,0.029,0.0001,0.0034,,BTC-24FEB24-49500-P,0.0033,51681.62,open,1708585719010,2024-02-22T07:08:39.010Z,2024-02-24 23:59:59,49500,P,-0.42962,-123.75484,8.83216,0.0001,-0.14568,18.5,6602.48,2,0.0054757015742642025,51682.53633333334,-0.04314726635281175,0.54045,False
9.5,31.4,51681.62,53.92,56.8,SYN.BTC-24FEB24,51728.5114,0.5550999999999999,0.0044,0.005,0.0,55.6,0.033,0.0001,0.005,,BTC-24FEB24-50000-P,0.0047,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,50000,P,-0.59144,-147.61166,10.82434,0.00013,-0.2003,63.8,27272.05,2,0.0054757015742642025,51682.53633333334,-0.03309693049931038,0.54045,False
13.9,10.3,51681.62,52.93,54.96,SYN.BTC-24FEB24,51728.5114,0.5424,0.0065,0.007,0.0,26.3,0.0375,0.0001,0.007,,BTC-24FEB24-50500-P,0.0068,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,50500,P,-0.79768,-170.07521,12.76541,0.00016,-0.2697,41.0,28815.58,2,0.0054757015742642025,51682.53633333334,-0.023146599646142255,0.54045,False
6.2,9.4,51681.62,52.53,54.33,SYN.BTC-24FEB24,51728.5114,0.5362,0.0095,0.01,0.0,51.9,0.0425,0.0001,0.009,,BTC-24FEB24-51000-P,0.0098,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,51000,P,-1.0498,-189.27469,14.36851,0.00018,-0.35412,82.2,61592.21,2,0.0054757015742642025,51682.53633333334,-0.01329430320313058,0.54045,False
14.4,37.8,51681.62,52.79,56.18,SYN.BTC-24FEB24,51728.5114,0.5404,0.018,0.019,0.0,168.7,0.0525,0.0006,0.019,,BTC-24FEB24-51500-C,0.0184,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,51500,C,1.5384,-202.84011,15.28117,0.00019,0.55167,191.0,165462.95,2,0.0054757015742642025,51682.53633333334,-0.003538128257765961,0.54045,True
5.0,8.9,51681.62,52.52,54.21,SYN.BTC-24FEB24,51728.5114,0.5404,0.0135,0.014,0.0,30.0,0.049,0.0001,0.013,,BTC-24FEB24-51500-P,0.0139,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,51500,P,-1.33349,-202.84011,15.28117,0.00019,-0.44833,33.2,35317.87,2,0.0054757015742642025,51682.53633333334,-0.003538128257765961,0.54045,False
42.6,9.4,51681.62,51.84,55.22,SYN.BTC-24FEB24,51728.5114,0.5405,0.013,0.014,0.0,12.8,0.047,0.0001,0.013,,BTC-24FEB24-52000-C,0.0137,51681.62,open,1708585718592,2024-02-22T07:08:38.592Z,2024-02-24 23:59:59,52000,C,1.27716,-203.40006,15.31851,0.00019,0.4564,19.7,11429.79,2,0.0054757015742642025,51682.53633333334,0.006123782653970864,0.54045,False
5.0,8.9,51681.75,52.66,54.35,SYN.BTC-24FEB24,51727.8429,0.5405,0.0185,0.019,0.0,2.8,0.0555,0.0007,0.018,,BTC-24FEB24-52000-P,0.0189,51681.75,open,1708585720606,2024-02-22T07:08:40.606Z,2024-02-24 23:59:59,52000,P,-1.62298,-203.38196,15.31776,0.00019,-0.54373,2.8,2990.51,2,0.0054757015742642025,51682.53633333334,0.006123782653970864,0.54045,True
16.6,4.1,51681.75,52.84,54.63,SYN.BTC-24FEB24,51727.8429,0.5435,0.0095,0.01,0.0,38.7,0.0415,0.0001,0.0095,,BTC-24FEB24-52500-C,0.0099,51681.75,open,1708585720606,2024-02-22T07:08:40.606Z,2024-02-24 23:59:59,52500,C,1.02463,-193.87587,14.52119,0.00018,0.36513,52.3,24632.26,2,0.0054757015742642025,51682.53633333334,0.015693233670121723,0.54045,False
68.4,29.8,51681.75,52.58,56.54,SYN.BTC-24FEB24,51727.8429,0.5482,0.0065,0.0075,0.0,21.1,0.037,0.0001,0.007,,BTC-24FEB24-53000-C,0.0071,51681.75,open,1708585720607,2024-02-22T07:08:40.607Z,2024-02-24 23:59:59,53000,C,0.79689,-176.10851,13.07727,0.00016,0.28332,25.0,8425.1,2,0.0054757015742642025,51682.53633333334,0.025171977624665425,0.54045,False
13.0,27.0,51681.75,54.33,57.98,SYN.BTC-24FEB24,51727.8429,0.5626,0.0047,0.0055,0.0,50.5,0.0335,0.0001,0.0042,,BTC-24FEB24-53500-C,0.0051,51681.75,open,1708585720606,2024-02-22T07:08:40.606Z,2024-02-24 23:59:59,53500,C,0.61258,-157.04026,11.3621,0.00014,0.21748,51.8,11643.31,2,0.0054757015742642025,51682.53633333334,0.03456171797450439,0.54045,False
2.3,12.0,51681.75,56.15,58.33,SYN.BTC-24FEB24,51727.8429,0.5708,0.0034,0.0038,0.0,13.5,0.0295,0.0001,0.0035,,BTC-24FEB24-54000-C,0.0036,51681.75,open,1708585720607,2024-02-22T07:08:40.607Z,2024-02-24 23:59:59,54000,C,0.4563,-132.71564,9.46576,0.00011,0.16175,13.7,2485.14,2,0.0054757015742642025,51682.53633333334,0.043864110636818054,0.54045,False
1.9,12.1,51682.04,57.54,60.19,SYN.BTC-24FEB24,51728.0171,0.5868,0.0024,0.0028,0.0,0.5,0.027,0.0001,0.0019,,BTC-24FEB24-54500-C,0.0026,51682.04,open,1708585721613,2024-02-22T07:08:41.613Z,2024-02-24 23:59:59,54500,C,0.34196,-112.10533,7.77765,9e-05,0.12111,0.7,100.94,2,0.0054757015742642025,51682.53633333334,0.053080765741741996,0.54045,False
2.0,12.0,51682.04,59.04,62.3,SYN.BTC-24FEB24,51728.0171,0.6048,0.0017,0.0021,0.0,5.2,0.0245,0.0001,0.0023,,BTC-24FEB24-55000-C,0.0019,51682.04,open,1708585721613,2024-02-22T07:08:41.613Z,2024-02-24 23:59:59,55000,C,0.25676,-93.87847,6.31843,7e-05,0.09088,5.4,605.78,2,0.0054757015742642025,51682.53633333334,0.062213249305014456,0.54045,False
2.1,11.2,51682.04,61.57,64.54,SYN.BTC-24FEB24,51728.0171,0.6251,0.0013,0.0016,0.0,5.1,0.0225,0.0001,0.0019,,BTC-24FEB24-55500-C,0.0014,51682.04,open,1708585721614,2024-02-22T07:08:41.614Z,2024-02-24 23:59:59,55500,C,0.19461,-72.01611,5.12128,5e-05,0.06886,5.1,348.42,2,0.0054757015742642025,51682.53633333334,0.07126308482493252,0.54045,False
17.4,9.0,51682.04,62.67,67.56,SYN.BTC-24FEB24,51728.0171,0.6474,0.0009,0.0013,0.0,7.7,0.021,0.0001,0.0013,,BTC-24FEB24-56000-C,0.0011,51682.04,open,1708585721613,2024-02-22T07:08:41.613Z,2024-02-24 23:59:59,56000,C,0.14958,-54.80132,4.16756,4e-05,0.05291,7.8,494.04,2,0.0054757015742642025,51682.53633333334,0.08023175480769286,0.54045,False
2.1,8.0,51683.07,65.13,69.62,SYN.BTC-24FEB24,51728.3586,0.6703,0.0007,0.001,0.0,3.0,0.0195,0.0001,0.001,,BTC-24FEB24-56500-C,0.0008,51683.07,open,1708585722620,2024-02-22T07:08:42.620Z,2024-02-24 23:59:59,56500,C,0.11629,-42.3998,3.40518,3e-05,0.04113,3.2,163.43,2,0.0054757015742642025,51682.53633333334,0.08912070222493881,0.54045,False
24.0,8.0,51683.07,66.5,72.07,SYN.BTC-24FEB24,51728.3586,0.6884999999999999,0.0005,0.0008,0.0,15.5,0.018,0.0001,0.0007,,BTC-24FEB24-57000-C,0.0006,51683.07,open,1708585722620,2024-02-22T07:08:42.620Z,2024-02-24 23:59:59,57000,C,0.08854,-31.86303,2.72313,3e-05,0.03131,23.6,820.2,2,0.0054757015742642025,51682.53633333334,0.09793133190709384,0.54045,False
11.1,15.2,51683.07,69.01,75.52,SYN.BTC-24FEB24,51728.3586,0.7139,0.0004,0.0007,0.0,10.8,0.017,0.0001,0.0005,,BTC-24FEB24-57500-C,0.0005,51683.07,open,1708585722621,2024-02-22T07:08:42.621Z,2024-02-24 23:59:59,57500,C,0.07108,-25.73842,2.26807,2e-05,0.02514,10.9,400.78,2,0.0054757015742642025,51682.53633333334,0.10666501187584838,0.54045,False
11.4,4.2,51684.69,70.71,76.27,SYN.BTC-24FEB24,51729.4471,0.7306,0.0003,0.0005,0.0,12.8,0.016,0.0001,0.0003,,BTC-24FEB24-58000-C,0.0004,51684.69,open,1708585723627,2024-02-22T07:08:43.627Z,2024-02-24 23:59:59,58000,C,0.0544,-19.48077,1.80945,2e-05,0.01924,16.3,523.29,2,0.0054757015742642025,51682.53633333334,0.1153230746189629,0.54045,False
36.0,9.1,51684.69,69.51,82.91,SYN.BTC-24FEB24,51729.4471,0.7572,0.0001,0.0004,0.0,27.0,0.015,0.0001,0.0002,,BTC-24FEB24-59000-C,0.0002,51684.69,open,1708585723626,2024-02-22T07:08:43.626Z,2024-02-24 23:59:59,59000,C,0.03055,-10.59837,1.10044,1e-05,0.01079,33.7,445.63,2,0.0054757015742642025,51682.53633333334,0.1324175079782631,0.54045,False
1.0,9.1,51684.69,83.78,88.25,SYN.BTC-24FEB24,51729.4471,0.8273,0.0002,0.0003,0.0,1.0,0.015,0.0001,0.0001,,BTC-24FEB24-60000-C,0.0002,51684.69,open,1708585723626,2024-02-22T07:08:43.626Z,2024-02-24 23:59:59,60000,C,0.02515,-9.34148,0.92977,1e-05,0.0089,1.0,5.12,2,0.0054757015742642025,51682.53633333334,0.1492246262946442,0.54045,False
0.0,14.2,51684.69,0.0,96.63,SYN.BTC-24FEB24,51729.4471,0.8768,0.0,0.0003,0.0,1.0,0.015,0.0001,0.0001,,BTC-24FEB24-61000-C,0.0001,51684.69,open,1708585723627,2024-02-22T07:08:43.627Z,2024-02-24 23:59:59,61000,C,0.0183,-6.9746,0.70303,1e-05,0.00648,1.0,5.1,2,0.0054757015742642025,51682.53633333334,0.16575392824585483,0.54045,False
0.0,1.3,51684.31,0.0,99.64,SYN.BTC-24FEB24,51731.0957,0.9087000000000001,0.0,0.0002,0.0,1.0,0.015,0.0001,0.0001,,BTC-24FEB24-62000-C,0.0001,51684.31,open,1708585724636,2024-02-22T07:08:44.636Z,2024-02-24 23:59:59,62000,C,0.0119,-4.51093,0.47925,0.0,0.00421,1.0,5.12,2,0.0054757015742642025,51682.53633333334,0.18201444911763523,0.54045,False
3.8,18.8,51684.31,89.49,100.79,BTC-1MAR24,51850.51,0.9512,0.0001,0.0003,0.0,141.5,0.015,0.0001,0.0003,0.0001837,BTC-1MAR24-36000-P,0.0002,51684.31,open,1708585724633,2024-02-22T07:08:44.633Z,2024-03-01 23:59:59,36000,P,-0.04722,-5.34256,0.90266,0.0,-0.00396,1.0,15.33,8,0.02190280629705681,51684.64142857143,-0.3616417279098465,0.51945,False
1.2,15.9,51684.31,83.19,87.24,BTC-1MAR24,51850.51,0.8425,0.0002,0.0003,0.0,187.1,0.015,0.0001,0.0003,0.0002907,BTC-1MAR24-38000-P,0.0002,51684.31,open,1708585724634,2024-02-22T07:08:44.634Z,2024-03-01 23:59:59,38000,P,-0.06425,-6.25058,1.19237,0.0,-0.00541,26.1,532.7,8,0.02190280629705681,51684.64142857143,-0.3075745066395708,0.51945,False
14.7,4.2,51684.31,74.23,79.37,BTC-1MAR24,51850.51,0.7681999999999999,0.0003,0.0005,0.0,192.4,0.015,0.0001,0.0005,0.00043263,BTC-1MAR24-40000-P,0.0004,51684.31,open,1708585724635,2024-02-22T07:08:44.635Z,2024-03-01 23:59:59,40000,P,-0.11645,-9.63837,2.01634,0.0,-0.00981,2.0,55.19,8,0.02190280629705681,51684.64142857143,-0.2562812122520202,0.51945,False
42.1,28.0,51684.31,70.51,76.32,BTC-1MAR24,51850.51,0.7341,0.0004,0.0007,0.0,171.8,0.0155,0.0001,0.0007,0.00060692,BTC-1MAR24-41000-P,0.0005,51684.31,open,1708585724633,2024-02-22T07:08:44.633Z,2024-03-01 23:59:59,41000,P,-0.16073,-12.18826,2.66841,1e-05,-0.01355,20.5,859.01,8,0.02190280629705681,51684.64142857143,-0.23158859966164871,0.51945,False
1.0,33.3,51684.31,69.49,73.54,BTC-1MAR24,51850.13,0.7093,0.0007,0.001,0.0,208.5,0.0155,0.0001,0.0009,0.00086418,BTC-1MAR24-42000-P,0.0008,51684.31,open,1708585724636,2024-02-22T07:08:44.636Z,2024-03-01 23:59:59,42000,P,-0.23694,-16.41058,3.71829,1e-05,-0.01996,9.7,478.65,8,0.02190280629705681,51684.64142857143,-0.20749104808258825,0.51945,False
68.0,0.1,51683.61,65.34,68.62,BTC-1MAR24,51850.34,0.675,0.0009,0.0012,0.0,370.7,0.016,0.0001,0.0012,0.0012569,BTC-1MAR24-43000-P,0.0011,51683.61,open,1708585726647,2024-02-22T07:08:46.647Z,2024-03-01 23:59:59,43000,P,-0.32649,-20.45908,4.87071,1e-05,-0.02751,11.4,723.26,8,0.02190280629705681,51684.64142857143,-0.18396055067239403,0.51945,False
2.0,29.0,51683.61,63.26,65.66,BTC-1MAR24,51850.34,0.6428,0.0014,0.0017,0.0,270.9,0.018,0.0001,0.0016,0.00177409,BTC-1MAR24-44000-P,0.0015,51683.61,open,1708585726648,2024-02-22T07:08:46.648Z,2024-03-01 23:59:59,44000,P,-0.45622,-25.67386,6.41886,2e-05,-0.03844,25.1,2155.43,8,0.02190280629705681,51684.64142857143,-0.16097103244769534,0.51945,False
62.7,28.0,51683.61,59.58,62.07,BTC-1MAR24,51850.34,0.6095,0.0019,0.0023,0.0,304.7,0.021,0.0001,0.0024,0.00249355,BTC-1MAR24-45000-P,0.0021,51683.61,open,1708585726647,2024-02-22T07:08:46.647Z,2024-03-01 23:59:59,45000,P,-0.63444,-31.73843,8.36875,2e-05,-0.05347,33.2,4347.14,8,0.02190280629705681,51684.64142857143,-0.13849817659563676,0.51945,False
10.0,33.7,51683.61,57.39,59.26,BTC-1MAR24,51850.34,0.5824,0.0029,0.0033,0.0,637.3,0.0245,0.0001,0.0034,0.00357223,BTC-1MAR24-46000-P,0.0031,51683.61,open,1708585726647,2024-02-22T07:08:46.647Z,2024-03-01 23:59:59,46000,P,-0.90918,-40.09615,11.06328,3e-05,-0.07657,273.8,53720.65,8,0.02190280629705681,51684.64142857143,-0.11651926987686156,0.51945,False
10.0,1.8,51683.61,55.27,56.7,BTC-1MAR24,51850.34,0.5600999999999999,0.0044,0.0048,0.0,403.6,0.029,0.0001,0.0047,0.00532355,BTC-1MAR24-47000-P,0.0046,51683.61,open,1708585726647,2024-02-22T07:08:46.647Z,2024-03-01 23:59:59,47000,P,-1.3148,-50.60413,14.52074,4e-05,-0.11058,135.3,36823.24,8,0.02190280629705681,51684.64142857143,-0.09501306465589787,0.51945,False
64.4,86.1,51683.61,52.92,55.7,BTC-1MAR24,51850.34,0.5422,0.0065,0.0075,0.0,599.7,0.0345,0.0001,0.0066,0.00784362,BTC-1MAR24-48000-P,0.007,51683.61,open,1708585726647,2024-02-22T07:08:46.647Z,2024-03-01 23:59:59,48000,P,-1.89221,-62.84217,18.62695,6e-05,-0.15881,216.5,101006.22,8,0.02190280629705681,51684.64142857143,-0.07395965545806557,0.51945,False
1.1,55.8,51683.61,52.84,53.96,BTC-1MAR24,51850.34,0.5306000000000001,0.0105,0.011,0.0,529.2,0.042,0.0001,0.011,0.01177763,BTC-1MAR24-49000-P,0.0106,51683.61,open,1708585726648,2024-02-22T07:08:46.648Z,2024-03-01 23:59:59,49000,P,-2.68174,-76.04523,23.03464,7e-05,-0.22434,159.2,113977.86,8,0.02190280629705681,51684.64142857143,-0.053340368255329916,0.51945,False
27.3,14.0,51683.61,51.67,52.63,BTC-1MAR24,51850.34,0.5236,0.0155,0.016,0.0,685.1,0.0505,0.0009,0.015,0.01758304,BTC-1MAR24-50000-P,0.0159,51683.61,open,1708585726880,2024-02-22T07:08:46.880Z,2024-03-01 23:59:59,50000,P,-3.67651,-87.95674,26.99573,9e-05,-0.30623,369.4,407545.08,8,0.02190280629705681,51684.64142857143,-0.033137660937810495,0.51945,False
101.6,19.4,51683.61,50.88,52.7,BTC-1MAR24,51849.64,0.521,0.0185,0.0195,0.0,37.7,0.0555,0.003,0.02,0.02082992,BTC-1MAR24-50500-P,0.0192,51683.61,open,1708585726649,2024-02-22T07:08:46.649Z,2024-03-01 23:59:59,50500,P,-4.23712,-92.57261,28.55513,9e-05,-0.35203,42.2,55463.19,8,0.02190280629705681,51684.64142857143,-0.023187330084642424,0.51945,False
32.2,4.4,51684.84,49.53,53.02,BTC-1MAR24,51849.87,0.519,0.038,0.04,0.0,494.5,0.0775,0.0135,0.039,0.03832796,BTC-1MAR24-51000-C,0.0394,51684.84,open,1708585728663,2024-02-22T07:08:48.663Z,2024-03-01 23:59:59,51000,C,6.39852,-95.99561,29.72376,0.0001,0.59991,30.3,52900.3,8,0.02190280629705681,51684.64142857143,-0.013335033641630696,0.51945,True
32.0,40.9,51684.84,51.09,52.83,BTC-1MAR24,51849.87,0.519,0.0225,0.0235,0.0,293.6,0.061,0.0044,0.0235,0.02498697,BTC-1MAR24-51000-P,0.023,51684.84,open,1708585728661,2024-02-22T07:08:48.661Z,2024-03-01 23:59:59,51000,P,-4.82905,-95.99561,29.72376,0.0001,-0.40009,109.9,167657.7,8,0.02190280629705681,51684.64142857143,-0.013335033641630696,0.51945,False
8.9,13.0,51684.84,50.88,52.58,BTC-1MAR24,51849.87,0.5204,0.0335,0.0345,0.0,55.0,0.072,0.01,0.032,0.03318559,BTC-1MAR24-51500-C,0.0342,51684.84,open,1708585728663,2024-02-22T07:08:48.663Z,2024-03-01 23:59:59,51500,C,5.89068,-98.60232,30.44754,0.0001,0.55025,74.4,124347.57,8,0.02190280629705681,51684.64142857143,-0.00357885869626602,0.51945,True
13.9,51.4,51684.84,51.3,53.0,BTC-1MAR24,51849.87,0.5204,0.027,0.028,0.0,82.3,0.067,0.0065,0.0275,0.02951773,BTC-1MAR24-51500-P,0.0274,51684.84,open,1708585728662,2024-02-22T07:08:48.662Z,2024-03-01 23:59:59,51500,P,-5.44697,-98.60232,30.44754,0.0001,-0.44975,51.6,83155.97,8,0.02190280629705681,51684.64142857143,-0.00357885869626602,0.51945,False
8.9,3.3,51684.84,51.34,52.18,BTC-1MAR24,51849.87,0.5185,0.029,0.0295,0.0,920.2,0.0665,0.0075,0.03,0.02880797,BTC-1MAR24-52000-C,0.0293,51684.84,open,1708585728661,2024-02-22T07:08:48.661Z,2024-03-01 23:59:59,52000,C,5.37688,-99.02463,30.6913,0.0001,0.50035,100.8,131727.83,8,0.02190280629705681,51684.64142857143,0.006083052215470749,0.51945,False
78.5,36.3,51684.84,50.67,53.21,BTC-1MAR24,51849.87,0.5185,0.0315,0.033,0.0,352.4,0.0725,0.009,0.0325,0.03481325,BTC-1MAR24-52000-P,0.0322,51684.84,open,1708585728661,2024-02-22T07:08:48.661Z,2024-03-01 23:59:59,52000,P,-6.07084,-99.02463,30.6913,0.0001,-0.49965,25.5,44897.41,8,0.02190280629705681,51684.64142857143,0.006083052215470749,0.51945,True
19.8,23.4,51684.84,50.98,52.68,BTC-1MAR24,51849.87,0.5206000000000001,0.0245,0.0255,0.0,116.0,0.062,0.0055,0.022,0.02465033,BTC-1MAR24-52500-C,0.0251,51684.84,open,1708585728919,2024-02-22T07:08:48.919Z,2024-03-01 23:59:59,52500,C,4.86306,-98.66796,30.4611,0.0001,0.45117,108.4,120321.03,8,0.02190280629705681,51684.64142857143,0.015652503231621553,0.51945,False
6.0,39.0,51684.84,50.91,54.32,BTC-1MAR24,51849.87,0.5206000000000001,0.037,0.039,0.0,48.8,0.079,0.012,0.037,0.04032873,BTC-1MAR24-52500-P,0.0377,51684.84,open,1708585728662,2024-02-22T07:08:48.662Z,2024-03-01 23:59:59,52500,P,-6.69473,-98.66796,30.4611,0.0001,-0.54883,3.6,7197.58,8,0.02190280629705681,51684.64142857143,0.015652503231621553,0.51945,True
16.0,96.8,51685.14,51.51,53.25,BTC-1MAR24,51851.19,0.5256000000000001,0.021,0.022,0.0,760.2,0.0575,0.0037,0.02,0.02116761,BTC-1MAR24-53000-C,0.0216,51685.14,open,1708585729668,2024-02-22T07:08:49.668Z,2024-03-01 23:59:59,53000,C,4.36946,-97.48281,29.80635,0.0001,0.40439,152.6,156322.28,8,0.02190280629705681,51684.64142857143,0.02513124718616542,0.51945,False
4.0,8.9,51685.14,52.11,52.98,BTC-1MAR24,51851.19,0.5256000000000001,0.0435,0.044,0.0,232.3,0.0865,0.016,0.0435,0.04651913,BTC-1MAR24-53000-P,0.0438,51685.14,open,1708585729792,2024-02-22T07:08:49.792Z,2024-03-01 23:59:59,53000,P,-7.2984,-97.48281,29.80635,0.0001,-0.59561,6.8,18108.06,8,0.02190280629705681,51684.64142857143,0.02513124718616542,0.51945,True
47.8,52.5,51685.14,51.28,53.08,BTC-1MAR24,51851.19,0.5266,0.0175,0.0185,0.0,123.0,0.053,0.0026,0.017,0.01796576,BTC-1MAR24-53500-C,0.0183,51685.14,open,1708585729823,2024-02-22T07:08:49.823Z,2024-03-01 23:59:59,53500,C,3.88764,-94.2101,28.75012,9e-05,0.35884,108.4,88456.84,8,0.02190280629705681,51684.64142857143,0.03452098753600433,0.51945,False
9.8,4.3,51685.14,52.12,53.06,BTC-1MAR24,51851.19,0.5272,0.015,0.0155,0.0,1050.4,0.049,0.0004,0.0147,0.01533201,BTC-1MAR24-54000-C,0.0153,51685.14,open,1708585729834,2024-02-22T07:08:49.834Z,2024-03-01 23:59:59,54000,C,3.42789,-89.73044,27.35254,9e-05,0.31562,128.7,90941.57,8,0.02190280629705681,51684.64142857143,0.04382338019831794,0.51945,False
18.2,4.0,51685.14,52.26,53.27,BTC-1MAR24,51851.19,0.5293,0.0125,0.013,0.0,123.0,0.045,0.0001,0.013,0.01287692,BTC-1MAR24-54500-C,0.0128,51685.14,open,1708585729800,2024-02-22T07:08:49.800Z,2024-03-01 23:59:59,54500,C,3.00282,-84.6895,25.71161,8e-05,0.27589,78.9,46195.72,8,0.02190280629705681,51684.64142857143,0.05304003530324183,0.51945,False
112.4,23.9,51685.9,51.63,53.81,BTC-1MAR24,51851.68,0.5318,0.01,0.011,0.0,669.4,0.0415,0.0001,0.0105,0.01095074,BTC-1MAR24-55000-C,0.0107,51685.9,open,1708585730676,2024-02-22T07:08:50.676Z,2024-03-01 23:59:59,55000,C,2.61271,-79.06701,23.8946,8e-05,0.23959,68.4,33312.63,8,0.02190280629705681,51684.64142857143,0.06217251886651445,0.51945,False
189.7,327.1,51685.9,52.77,55.35,BTC-1MAR24,51851.68,0.5409,0.007,0.008,0.0,995.7,0.036,0.0001,0.0075,0.00768678,BTC-1MAR24-56000-C,0.0075,51685.9,open,1708585730675,2024-02-22T07:08:50.675Z,2024-03-01 23:59:59,56000,C,1.95868,-67.73284,20.12357,6e-05,0.17909,156.0,57129.85,8,0.02190280629705681,51684.64142857143,0.08019102436919273,0.51945,False
24.8,0.5,51685.9,55.59,55.99,BTC-1MAR24,51851.68,0.5633,0.0035,0.0036,0.0,904.3,0.0265,0.0001,0.0037,0.00401069,BTC-1MAR24-58000-C,0.0037,51685.9,open,1708585730675,2024-02-22T07:08:50.675Z,2024-03-01 23:59:59,58000,C,1.06487,-46.26937,13.20128,4e-05,0.09697,53.4,9605.03,8,0.02190280629705681,51684.64142857143,0.11528234418046279,0.51945,False
3.8,9.9,51685.9,57.95,59.23,BTC-1MAR24,51851.68,0.5921,0.0017,0.0019,0.0,1135.3,0.0205,0.0001,0.0019,0.00217043,BTC-1MAR24-60000-C,0.0019,51685.9,open,1708585730765,2024-02-22T07:08:50.765Z,2024-03-01 23:59:59,60000,C,0.58219,-30.5758,8.29844,2e-05,0.0529,74.9,7567.47,8,0.02190280629705681,51684.64142857143,0.14918389585614408,0.51945,False
26.1,19.1,51685.9,61.02,62.07,BTC-1MAR24,51851.68,0.6211,0.0009,0.001,0.0,538.2,0.016,0.0001,0.0012,0.0012494,BTC-1MAR24-62000-C,0.001,51685.9,open,1708585730675,2024-02-22T07:08:50.675Z,2024-03-01 23:59:59,62000,C,0.32115,-19.74654,5.10955,1e-05,0.02914,24.6,1217.34,8,0.02190280629705681,51684.64142857143,0.18197371867913512,0.51945,False
