best_bid_amount,best_ask_amount,estimated_delivery_price,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,date_time,expiry,strike_price,option_type,bs_rho,bs_theta,bs_vega,bs_gamma,bs_delta,volume,volume_usd,days_to_expiry,yrs_to_expiry,futures_price,log_strike,atm_iv,ITM
29.0,10.2,51703.92,64.01,65.57,BTC-27DEC24,57068.72,0.6483,0.12,0.1255,0.0,394.2,0.218,0.0745,0.121,0.12449734,BTC-27DEC24-80000-C,0.1229,51703.92,open,1708585780018,2024-02-22T07:09:40.018Z,2024-12-27 23:59:59,80000,C,131.17484,-21.20006,202.10564,1e-05,0.39438,0.1,618.1,309,0.8459958932238193,51704.11398305085,0.4364892821851036,0.6147,False
19.5,32.1,51703.92,64.65,66.25,BTC-27DEC24,57068.72,0.6541,0.1065,0.112,0.0,114.4,0.2035,0.063,0.106,0.11076515,BTC-27DEC24-85000-C,0.1091,51703.92,open,1708585780018,2024-02-22T07:09:40.018Z,2024-12-27 23:59:59,85000,C,120.76833,-20.77274,196.27825,1e-05,0.35906,1.0,5411.73,309,0.8459958932238193,51704.11398305085,0.4971139040015385,0.6147,False
11.7,11.7,51703.92,65.28,66.63,BTC-27DEC24,57068.72,0.6597,0.095,0.0995,0.0,134.7,0.1905,0.0535,0.104,0.09903766,BTC-27DEC24-90000-C,0.0973,51703.92,open,1708585780019,2024-02-22T07:09:40.019Z,2024-12-27 23:59:59,90000,C,111.21018,-20.2344,189.57604,1e-05,0.32745,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.5542723178414871,0.6147,False
19.7,29.3,51703.92,65.69,67.26,BTC-27DEC24,57068.72,0.6646,0.0845,0.0895,0.0,233.3,0.1785,0.0455,0.088,0.08859751,BTC-27DEC24-95000-C,0.0869,51703.92,open,1708585780020,2024-02-22T07:09:40.020Z,2024-12-27 23:59:59,95000,C,102.41952,-19.60161,182.2803,1e-05,0.29892,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.6083395391117629,0.6147,False
30.0,22.3,51703.92,66.12,67.75,BTC-27DEC24,57068.72,0.6694,0.0755,0.0805,0.0,926.6,0.168,0.039,0.08,0.08078265,BTC-27DEC24-100000-C,0.078,51703.92,open,1708585780019,2024-02-22T07:09:40.019Z,2024-12-27 23:59:59,100000,C,94.39431,-18.9197,174.69524,1e-05,0.27335,1.0,4120.1,309,0.8459958932238193,51704.11398305085,0.6596328334993133,0.6147,False
22.4,11.8,51703.51,66.64,68.18,BTC-27DEC24,57067.59,0.6739,0.068,0.0725,0.0,13.0,0.158,0.0335,0.0735,0.07194311,BTC-27DEC24-105000-C,0.0702,51703.51,open,1708585781029,2024-02-22T07:09:41.029Z,2024-12-27 23:59:59,105000,C,87.07872,-18.20998,167.00968,1e-05,0.25041,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.7084229976687455,0.6147,False
10.6,12.8,51703.51,67.15,68.59,BTC-27DEC24,57067.59,0.6785,0.0615,0.0655,0.0,57.4,0.1495,0.029,0.07,0.06497898,BTC-27DEC24-110000-C,0.0634,51703.51,open,1708585781029,2024-02-22T07:09:41.029Z,2024-12-27 23:59:59,110000,C,80.46526,-17.50285,159.43594,1e-05,0.22997,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.7549430133036382,0.6147,False
10.3,12.9,51703.51,67.53,69.03,BTC-27DEC24,57067.59,0.6822,0.0555,0.0595,0.0,46.6,0.1415,0.025,0.056,0.05887853,BTC-27DEC24-115000-C,0.0573,51703.51,open,1708585781029,2024-02-22T07:09:41.029Z,2024-12-27 23:59:59,115000,C,74.34042,-16.76065,151.84018,1e-05,0.21119,0.1,285.47,309,0.8459958932238193,51704.11398305085,0.7993947758744719,0.6147,False
1.0,12.9,51703.51,68.79,69.38,BTC-27DEC24,57067.59,0.6901,0.0525,0.054,0.0,205.8,0.1355,0.0225,0.049,0.05339056,BTC-27DEC24-120000-C,0.053,51703.51,open,1708585781030,2024-02-22T07:09:41.030Z,2024-12-27 23:59:59,120000,C,69.46449,-16.25464,145.58875,1e-05,0.19681,1.0,2498.52,309,0.8459958932238193,51704.11398305085,0.841954390293268,0.6147,False
19.5,13.0,51703.51,68.21,69.66,BTC-27DEC24,57067.18,0.6901,0.0455,0.049,0.0,39.5,0.127,0.019,0.0465,0.0488268,BTC-27DEC24-125000-C,0.0474,51703.51,open,1708585781031,2024-02-22T07:09:41.031Z,2024-12-27 23:59:59,125000,C,63.81192,-15.35654,137.53945,1e-05,0.17949,0.7,1679.59,309,0.8459958932238193,51704.11398305085,0.882776384813523,0.6147,False
21.6,13.1,51703.51,68.59,70.12,BTC-27DEC24,57067.59,0.6931,0.0415,0.045,0.0,146.7,0.1205,0.0165,0.0445,0.04457734,BTC-27DEC24-130000-C,0.0432,51703.51,open,1708585781029,2024-02-22T07:09:41.029Z,2024-12-27 23:59:59,130000,C,59.13483,-14.64883,130.62235,1e-05,0.16554,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.9219970979668045,0.6147,False
20.1,14.2,51703.21,68.75,70.36,BTC-27DEC24,57067.11,0.6956,0.0375,0.041,0.0,23.1,0.1145,0.0145,0.038,0.04080082,BTC-27DEC24-135000-C,0.0392,51703.21,open,1708585782034,2024-02-22T07:09:42.034Z,2024-12-27 23:59:59,135000,C,54.7809,-13.93901,123.8533,1e-05,0.15263,0.1,192.57,309,0.8459958932238193,51704.11398305085,0.9597374259496514,0.6147,False
17.8,14.3,51703.21,69.17,70.86,BTC-27DEC24,57067.11,0.6992,0.0345,0.038,0.0,47.2,0.109,0.013,0.0365,0.03714479,BTC-27DEC24-140000-C,0.036,51703.21,open,1708585782033,2024-02-22T07:09:42.033Z,2024-12-27 23:59:59,140000,C,51.00221,-13.32257,117.77025,1e-05,0.14158,0.0,0.0,309,0.8459958932238193,51704.11398305085,0.9961050701205264,0.6147,False
